Species,Fanning,Swimming,TemperatureMean,TemperatureSD,OxygenMean,OxygenSD,Temperature1,Temperature2,Temperature3,Temperature4,Temperature5,Temperature6,Temperature7,Temperature8,Temperature9,Temperature10,Oxygen1,Oxygen2,Oxygen3,Oxygen4,Oxygen5,Oxygen6,Oxygen7,Oxygen8,Oxygen9,Oxygen10
Lepidopsetta_mochigarei,0,0,11.08598065,5.07521557,283.3522774,37.08385971,5.27016846,7.171666648,3.49700744,14.74846383,12.34768912,25.19376804,10.22295509,13.56832836,8.926471318,7.95541022,284.1266408,239.4795952,249.0596014,312.9082009,289.8831857,312.2186576,341.4564583,376.3115948,333.7522249,240.9443916
Lestidiops_affinis,0,N/A,25.57211286,2.349798927,210.9550729,8.195339275,21.65933909,26.37831854,23.79327021,25.88102352,24.8109625,26.31456543,24.55785093,23.20062253,29.11280572,24.0819402,201.9997,209.2281891,219.7752096,194.6993733,194.432442,206.1090332,219.1978458,206.1473694,206.0747165,215.1581274
Linophryne_arborifera,0,N/A,24.274332,4.888790861,218.0035141,21.35020601,31.24555014,13.22929302,16.09278449,29.81727135,32.51662112,25.93785445,26.9239018,22.58694808,24.97211308,26.51471334,247.9589715,217.3921285,221.2209463,195.176905,256.9609722,223.0305743,205.1981496,195.0569182,205.0043815,208.9517907
Lutjanus_peru,0,N/A,24.0615375,4.429071131,218.4458583,16.27889012,23.49322999,25.63829161,24.45947696,29.63789415,20.29967524,27.0912838,24.87562522,26.05899472,23.95143247,19.43034436,216.0400106,210.1098361,209.459196,218.2020366,237.6111721,219.6314352,215.015834,216.6020444,217.5062117,241.6959499
Lutjanus_russellii,0,N/A,28.30183805,1.439262884,203.1774612,4.199681158,27.30556183,26.04850155,25.69769971,27.08554282,27.91821206,27.71225765,28.01131161,27.73382766,26.98984163,27.99978977,206.2424793,199.1861584,202.2704338,207.4434546,200.7879573,205.2529539,204.4467019,203.5255614,201.6832199,201.4288943
Lyopsetta_exilis,0,0,10.37084735,3.861830328,290.462013,23.98791389,13.63895461,15.27665818,16.72946942,7.813242731,8.794260634,13.58818357,15.45258481,18.06847937,14.37759213,7.095238286,294.8222646,298.7721358,258.1612866,264.3145472,298.4955199,319.69731,250.2645035,252.0526788,259.4327452,274.7387197
Merlangius_merlangus,0,0,11.4766118,3.297930768,281.624678,20.02633057,12.51353225,13.28691081,9.757527718,9.635844069,5.329787227,14.02945578,10.74303401,14.60508811,8.927876229,12.46033447,290.9516706,289.9754969,276.5492262,264.7831179,295.7180284,271.5846914,285.3184184,273.0382104,279.132383,288.3261608
Microstomus_kitt,0,0,9.598988295,2.619278401,294.0379226,24.03191497,6.843456848,9.763671775,10.03091556,10.77932462,11.07811969,7.103005812,11.83408163,11.98471714,11.16950359,5.901406409,265.2491993,264.2559898,321.7323627,312.1151829,288.8317656,343.9353682,266.7319531,315.3389804,266.594248,288.6294767
Miichthys_miiuy,0,N/A,17.79443533,3.583140615,250.8265886,23.72231381,21.41307831,19.68400836,18.22682486,11.68237614,22.64112482,12.63821364,13.36521409,17.05669559,15.82318683,22.52956343,257.8526915,212.4417458,254.7901937,250.3241857,217.2041529,222.7095906,278.1046828,260.8047699,213.2901251,236.1672469
Mora_moro,0,0,17.21260551,4.715842326,246.8097626,24.19796995,16.21520063,14.27440326,21.14506711,11.2848037,17.11165496,10.91366563,11.16107481,13.29397403,15.67271178,16.73652136,199.9842339,251.705862,238.8417498,244.7999117,293.757957,247.6888346,235.2594977,234.7855529,308.4205178,284.1222672
Myoxocephalus_quadricornis,1,N/A,1.75034931,3.426206002,353.9769,24.29509685,5.406379886,4.476466367,-0.626288211,0.933564296,5.450483839,1.994695114,-1.915168235,-4.409264683,2.016621167,5.198123914,350.0723543,374.1422601,335.4708273,349.1353434,355.8482773,384.3014552,368.0991733,347.6471534,363.0030844,315.9092621
Myoxocephalus_scorpius,1,N/A,2.046261769,3.933685414,349.8868342,30.22134912,4.216603782,-0.397913993,-2.985596281,-3.979613344,11.49267567,-0.601814583,-1.240951085,3.428745013,4.979042063,5.994324076,316.5704276,392.2935908,364.6370761,341.7008692,327.2876381,372.3979557,304.8158534,426.3408836,297.8479694,355.410046
Naucrates_ductor,0,0,25.49587056,4.904191254,214.0660619,21.65346884,27.34148734,15.29213142,32.74945224,27.80470134,25.22251863,36.09660242,28.33600438,32.29854087,20.53291046,29.34282583,213.3303805,226.7294561,201.3680256,261.122393,214.7297811,194.7982197,237.7188778,248.3567271,260.3396453,213.9993823
Neogobius_melanostomus,1,1,7.040664913,0.388971956,371.3364472,3.246166855,6.889347133,6.859668348,6.607073032,6.2108314,7.172722594,7.319251979,7.136843417,6.754745107,7.09117436,7.027635538,371.7031376,370.1611373,371.0019957,366.6679655,366.2895792,371.2773891,374.0015209,375.5767921,374.5901015,372.12958
Nezumia_aequalis,0,0,18.69471512,9.180940784,244.0705873,46.00708743,24.29577433,20.75351599,24.97903793,21.62512334,27.12118675,26.93058012,-5.049324237,21.06303064,14.20423876,25.93971858,178.9716814,194.9009492,263.0333998,212.0236081,262.7659886,190.8538303,272.7685704,233.2839396,201.3804475,154.6085894
Nezumia_sclerorhynchus,0,0,22.34455511,4.836632073,225.0920953,20.05847272,32.2388318,25.70124586,21.46947298,15.38385944,26.46623398,21.49717762,22.19829706,18.86129071,28.69428227,21.7887484,225.0898017,248.3032914,194.4616439,246.2259056,223.948656,184.4116645,210.4201481,243.4296771,251.8276404,228.6607115
Nomeus_gronovii,0,N/A,26.01320939,3.886856918,211.114132,16.57058867,22.18888817,26.38223144,32.57797406,30.80838135,21.18166641,31.32903339,30.54332155,21.64539991,33.90325001,23.33893488,208.2103734,207.9350192,212.7378922,203.5996075,204.7133262,188.9974634,218.637532,254.7530767,226.5413798,227.6775642
Notolychnus_valdiviae,0,N/A,23.56749453,5.432606255,221.1227022,24.20047784,13.1432446,19.69303807,15.56363286,20.21866948,18.45490301,20.75946788,24.12095241,16.2911485,29.40447812,28.10717284,237.7638584,174.8691189,196.2821757,267.2398641,244.9746226,213.6742668,193.251339,209.2823025,229.9074638,246.5513868
Ocyurus_chrysurus,0,N/A,26.49818705,3.086308137,208.5515568,12.68842385,27.25263764,21.31451322,24.89462284,25.16049931,28.95444312,26.3875964,24.18026475,23.03689443,31.09586658,32.02023477,196.8803098,192.291138,190.1890264,217.4214843,217.9186246,216.7578975,194.1937966,215.9090115,209.2206829,222.8806957
Oligoplites_saurus,0,0,27.37657596,0.690340356,203.1214021,1.509644224,26.91124909,27.99187241,28.19964635,27.35503676,27.29900941,26.63488192,28.52963668,27.22820286,27.09361458,27.71641994,205.6110273,203.2057369,201.8531563,203.5376798,202.7599266,200.5079119,201.871973,205.1152995,202.5101103,203.438994
Oncorhynchus_kisutch,1,0,7.860107393,3.529237283,303.6454796,25.56623282,4.610148052,9.316635927,1.92902411,9.844714462,0.789534104,7.507937208,-2.601863285,3.845881182,10.30406487,10.21644567,292.2643926,327.8602718,301.7112488,320.2588573,320.3917435,307.6160991,248.4954248,220.1214337,307.4081172,338.0252545
Ophichthus_rufus,0,0,20.43528474,1.364197175,227.9994477,7.423664243,21.02410835,22.48132067,18.71906142,20.69720144,20.82511821,21.74010987,19.78918771,19.29419554,19.63282537,20.49215762,227.4690014,226.2995982,220.2653858,217.4820439,229.3413153,235.6234178,235.49062,222.2464465,225.6652078,226.2993894
Ophichthus_zophochir,0,0,23.86092257,4.611951928,219.3709255,17.37167624,29.86698308,22.6048268,14.98294733,22.80357462,26.83301609,23.68955773,24.2859205,27.86968096,22.70098452,27.23596638,216.446051,214.1452185,231.0012874,226.8406757,201.1150236,223.2472841,225.324763,194.845881,200.8086222,235.7960989
Opsanus_tau,1,N/A,18.7515194,5.604259554,238.2352901,28.20422055,11.00748994,6.634596451,9.339259017,18.57611807,20.50427726,23.27627783,14.05475875,26.06772192,22.06807391,20.69933203,256.6133076,233.1877274,205.8033379,241.668764,203.4433313,269.6287637,213.5484924,245.4578292,235.2840026,255.1083587
Parablennius_sanguinolentus,1,N/A,19.16859455,1.968354942,238.2936348,17.4521749,17.31759443,18.92258049,19.47572989,19.11629373,16.48087607,19.03175213,20.43328777,17.26995043,17.72279881,20.53426743,229.4111149,234.894,238.1410628,246.4053547,243.8995986,254.4314116,257.9781137,239.9837681,250.3426276,223.3665753
Paralabrax_clathratus,0,N/A,18.42938556,4.078567271,243.2703805,20.36249947,7.747397592,16.85124559,20.7906466,18.54121691,21.17435578,13.88419595,9.891839272,16.48817228,24.57714663,11.79533222,242.5566,271.5278244,255.0018977,243.3803977,228.9913368,233.6257298,215.0217281,259.2426183,225.3260906,211.3901343
Paralichthys_dentatus,0,0,17.76935664,4.56460979,242.507207,24.82152484,18.24761619,10.89965202,23.13695951,20.02557722,10.45918857,25.69140043,27.73910537,14.86604812,14.31507346,18.54274583,227.3955158,236.6997967,243.495514,203.6297345,260.3935496,250.1395972,250.6151371,326.6582532,261.1231556,204.0976932
Parasudis_truculenta,0,N/A,25.16540568,5.501456864,215.3568833,26.0366958,33.21618285,21.41613606,29.43511804,28.70571613,32.30385894,28.43889289,36.14504228,35.95753068,29.75583149,15.02874415,203.8347409,217.0852317,248.8747015,210.4696254,218.6370091,223.7786435,197.4297046,161.6975491,230.3108846,222.3467893
Parophidion_vassali,0,0,19.90418825,1.152574404,230.3991491,6.93897663,18.77353372,20.58636008,21.64804908,18.84738822,21.94973179,18.8667433,19.97522656,19.39263412,21.29515932,17.89022777,238.3377607,222.3523778,213.0219567,237.4953819,237.1835672,224.5433501,235.2912029,239.1201045,225.2486226,226.4313046
Parophrys_vetulus,0,0,8.256226002,3.567361042,304.3478242,23.89101562,9.154749611,2.931984034,5.820184802,6.773677011,7.87312999,9.643789312,5.907385584,3.306480234,10.8998081,7.299026683,298.3026558,317.5220168,291.2343563,314.0117203,319.7660166,304.3523724,309.929277,315.1229,305.6781383,256.0709448
Pegusa_lascaris,0,0,19.52161054,4.677555164,237.990561,22.63842071,13.25971983,20.6515983,15.77596065,25.24798803,22.96127047,15.37478371,22.06761683,18.02353579,21.67664226,21.07245369,257.1603167,255.3874861,260.0613701,216.8962559,228.788834,226.8082391,262.5841053,227.4262039,252.8254813,197.9167703
Pelmatolapia_mariae,1,N/A,28.52483339,0.566156767,211.7913116,3.334101906,28.41026737,27.93881168,28.86412831,28.45970664,28.34895656,28.18199985,28.4239504,29.01342483,28.27428143,29.52212668,211.0567526,214.0523095,206.1926414,215.220007,217.3518142,213.4364867,211.8393469,211.368627,205.3717522,213.7635107
Platichthys_flesus,0,0,10.99241072,4.475596919,286.5510907,31.74268477,14.31227354,11.40997042,-0.339563501,11.26385613,15.27510711,5.795510309,14.99808262,9.363313414,11.04115598,12.42028099,336.0205285,288.4633016,296.1565838,263.9665694,291.1839093,222.8733616,329.6624855,260.6421844,284.9503856,320.5615705
Platycephalus_indicus,0,N/A,28.43424382,1.182420519,205.2171751,11.00664381,29.18506101,28.72717794,28.09881238,29.09253651,28.64920854,29.76071888,29.21488703,28.26589978,28.41755975,27.15360445,201.7027979,195.4888778,199.4002234,216.9697661,210.3389638,194.6745781,204.9320853,224.0097422,197.0144925,226.7046211
Pleuronectes_platessa,0,0,10.32279864,3.979713634,291.2005596,29.19812323,20.60962899,8.151381377,8.996130186,16.00500176,7.678030488,15.96019338,10.3204812,19.95314777,5.882112397,12.22420256,286.9726022,280.1767212,366.3280625,264.1647226,325.2575613,292.8927595,327.5679029,299.9190065,286.3404433,307.7985539
Pleuronichthys_coenosus,0,0,14.5353744,4.781843849,265.7846415,26.84480292,2.764494697,15.37001607,19.53847589,17.61209743,15.06705404,13.77341885,21.12548288,15.83050998,22.97102387,19.74665351,283.4132666,246.3888287,305.8113848,271.0844014,258.6016,260.7380312,258.910612,290.5233991,254.0773108,249.4919984
Pollachius_pollachius,0,0,10.36615565,2.487519895,285.9668683,21.9381585,9.80422433,7.88719999,15.58401849,5.807204982,7.163616016,10.84288531,7.503618168,11.59941148,12.81151414,13.63580439,275.0696571,266.808383,288.0197968,263.9363904,279.5900308,277.0429179,282.239888,281.524132,265.7131724,265.6164611
Pomatoschistus_microps,1,1,11.8403263,3.300206546,289.1612253,34.50044783,17.75983519,10.65495068,16.15887857,7.050271789,11.55729025,12.87794576,8.95570302,11.89634143,11.6107852,12.01373119,330.1859399,255.6607335,302.2277732,310.4450892,351.0940241,250.3266918,267.767548,295.9599887,317.610237,323.6771085
Pomatoschistus_minutus,1,1,10.72583072,2.987991884,304.3440131,39.155949,4.279813867,10.73352939,16.52299305,9.3375827,12.83973925,11.98088144,16.31472465,11.90918031,12.72554615,9.063070231,277.1458227,358.4497797,330.4315816,314.5061838,375.7105945,287.2993058,302.7362982,323.7718084,320.0934358,245.761048
Porichthys_notatus,1,N/A,13.80807943,3.556421063,269.0954708,21.1224731,11.0412857,8.811676887,11.7507565,12.58676109,10.77969865,15.74508529,11.92052374,17.8718449,12.34984123,14.04878951,275.1278813,268.5252329,235.7275147,243.3162712,273.1741082,259.2746355,217.8632493,264.9598169,281.6975541,276.2653889
Prognathodes_aculeatus,0,0,27.66620935,0.801684466,203.6674637,2.568577995,27.01157624,27.79685892,28.20304178,30.69592503,29.08302668,28.3276693,28.47295739,27.13645802,28.35414978,27.02275409,203.8537549,205.9984623,207.337021,205.9883569,204.8369238,195.8347877,204.0889707,209.1803545,202.4600454,206.4355499
Psettodes_erumei,0,0,28.35484669,1.156856006,202.9340808,4.928082305,29.541498,26.57097771,27.57640303,26.85606498,27.91099903,28.36840247,31.21655199,25.63692797,28.68516574,28.5741524,204.4034081,197.4814589,207.9395291,206.274446,197.6717313,195.6542621,196.5664431,202.5231162,196.4976635,207.2290685
Pseudocaranx_dentex,0,0,23.74515728,3.996315876,219.3506586,14.80226374,24.20788215,23.4561935,22.07701162,31.01456041,18.9202214,25.6234227,28.9262926,24.0468213,25.60673636,18.94748997,206.9802335,232.5225889,222.7014323,238.004328,224.3310045,203.3812452,225.5453575,207.1870032,243.4132177,223.1464236
Pseudopleuronectes_americanus,0,0,7.291805439,4.575871884,313.705122,34.42879797,3.394598156,-2.075538705,5.864600863,10.11329004,9.14603801,4.51343126,6.853789473,6.965410471,6.083540727,9.531233986,336.3774048,349.2640614,269.3976476,299.2451343,361.7082817,329.4991648,308.6867689,321.4459201,335.0780891,285.8601649
Pungitius_pungitius,1,N/A,3.750272133,4.022831601,347.1582317,27.58091188,0.404542559,7.633684959,6.630539693,7.010051779,5.407167954,-0.93396714,1.390699274,2.848619611,5.992377639,1.531537023,353.523144,376.7006809,364.0928042,306.137961,376.935502,368.21706,360.3596621,356.9660189,413.2111069,333.5825588
Raniceps_raninus,0,0,10.68888782,1.963289547,300.3579757,37.02189623,10.47355218,12.71565186,11.99084149,8.758613236,13.86766648,11.38225707,11.52353897,11.63279056,15.13178756,9.187621117,310.1947088,269.3189451,303.003024,280.8693339,265.2102219,291.2074253,319.6950973,231.9856129,240.3956497,348.9613579
Rhombosolea_plebeia,0,0,15.5335363,2.002398357,256.9562672,15.7984455,15.66054377,14.74451114,10.7851306,18.69839644,18.82918646,13.87009891,18.8295491,14.00836325,17.1276156,17.50277326,256.2247717,281.5517447,241.1117493,261.7918493,221.1063911,261.116244,284.9663194,270.4810444,236.3625415,259.2978201
Ruanoho_decemdigitatus,1,N/A,15.11315916,2.580395481,258.0931325,17.72557482,12.01026267,14.74377751,13.64966204,14.6119229,16.27695585,16.59024222,14.14710304,14.87367719,13.2532686,12.40940878,308.8123277,240.7280997,237.2337532,261.9986821,234.5138579,294.3550944,230.2207411,241.3788653,249.5746062,228.851587
Sarda_sarda,0,0,20.45773797,5.236751887,234.2444284,25.11430182,16.12304596,17.63376969,19.2297297,19.81132102,22.11650813,23.54540534,26.43459139,17.33935096,17.82284235,14.64656128,243.9970444,247.4068797,204.8965913,210.7006951,208.7599406,202.4107681,257.3059662,245.7700999,218.8290917,210.358576
Sardinella_aurita,0,0,23.66697571,4.379820992,219.9977905,19.55460333,17.91347892,20.92816887,21.05257513,24.20401994,20.71232829,25.82223569,32.41880976,19.92749881,27.52164601,29.59845033,210.7931258,200.4910977,197.1011432,192.4693661,246.1587912,242.8240859,226.7839456,203.6223699,200.2996036,240.2794162
Scomber_australasicus,0,0,22.85664222,5.867510962,222.6111362,24.18145244,18.47405231,30.7023586,20.09176878,13.54253859,25.40144731,19.92963031,20.29549828,12.2147417,10.95089228,18.02361491,235.0681559,234.7185792,192.7053469,259.2677252,249.1775284,212.3885582,237.1081481,224.0421835,242.2601616,252.9776933
Scomber_japonicus,0,0,20.51193718,5.622895926,233.5813192,26.37194985,27.45223756,27.0213817,17.58956042,20.3230603,20.30033332,29.41286229,8.340858784,20.63062315,12.06490959,38.93832217,240.6764741,231.1796926,219.0476903,228.7101984,276.7501822,243.7570115,245.8335524,253.4404999,268.0451765,224.6103206
Scomber_scombrus,0,0,14.57419333,5.481720127,263.4147562,36.19178663,22.54027118,7.836043968,6.278743534,20.55605465,10.84910956,17.21092479,8.369213329,13.83495307,16.71753726,10.90419619,277.9057461,313.6616825,236.2781662,276.8430184,268.2243869,259.9671172,296.1019671,218.810611,154.613088,254.2407645
Scophthalmus_rhombus,0,0,15.55884873,4.580193544,260.2647548,32.79440868,21.92444335,12.42104757,9.91909122,21.37720564,19.68927908,16.98893884,19.82046641,11.22912443,17.62276774,17.24980488,209.0096049,207.8293426,258.1675452,228.3576606,188.5289002,217.2276163,223.3155148,280.4903064,293.960738,299.2859769
Scorpaena_scrofa,0,N/A,19.98843472,4.372329832,233.2444337,20.56361448,26.20959753,16.7639856,15.57206551,26.93114862,13.72970583,21.43248444,27.21747707,19.93084397,21.99269829,13.88377265,226.5870493,257.8179259,260.6715899,223.5114119,261.5387748,241.7040749,234.8961372,245.597546,232.3695396,216.1725092
Selene_peruviana,0,0,24.02476929,4.425673205,218.6606617,16.26554193,22.43247808,26.51406752,25.85640321,29.70452724,16.2309231,26.92409905,13.97274027,23.38521528,23.24978525,23.51345684,239.2008173,214.0060154,169.5152149,223.5554695,238.102273,231.2170132,213.3947685,205.1062592,237.1938877,237.7646239
Seriola_zonata,0,0,24.49843441,5.015769755,217.1017094,21.89888618,28.11760221,24.34589817,30.16035848,26.29375588,26.73574256,25.84870868,28.03436854,21.95471557,25.66285047,27.05616849,222.6024914,213.0317329,227.5855317,228.8801513,234.491791,191.5091867,216.5339088,219.982572,244.6948206,218.4675157
Sphyraena_barracuda,0,0,27.80357674,2.037244061,204.5957281,7.882254642,28.64925734,24.79268136,27.83685975,28.55154283,30.17023292,26.23916235,24.97003089,28.40124025,27.03639414,28.62012125,198.9960376,208.3799798,185.1688638,212.555073,203.8796793,195.2931065,213.2399623,198.3807897,211.0084717,203.5674774
Spinachia_spinachia,1,1,8.714461132,3.548318756,312.4739594,35.96677537,12.69306764,15.76557032,11.45111108,13.02749373,9.095315742,5.54110629,12.76057912,10.23684465,4.089674767,7.710900957,322.5385369,336.143801,342.583162,340.4252011,322.0875725,304.1516917,325.644773,339.0516399,286.9775504,345.3114019
Syacium_micrurum,0,0,27.11700718,1.552826569,206.4959963,6.727816074,27.48594609,26.62607199,26.79220341,27.20390681,26.83563103,27.01335448,26.72434817,22.99747481,24.56672713,30.17756297,204.973747,211.4197826,193.0897577,220.7008222,204.4354068,209.691587,205.3882376,206.9335991,210.0355952,214.8797861
Syacium_ovale,0,0,25.49384522,3.548457799,212.0728116,8.159220342,27.1915407,25.78982023,28.04830123,29.63390315,28.72916511,28.41818295,24.92516727,21.28414123,23.41210858,26.06425334,217.924619,214.1709131,215.2922833,218.3061872,208.4094455,213.5447833,222.5874643,220.414956,221.1432065,211.0092748
Syacium_papillosum,0,0,26.72588674,1.962672218,208.1281359,8.592620619,30.39966294,28.72249076,23.65769889,28.08496169,26.25907103,26.28459803,27.22294449,24.88391808,26.49050277,28.47724981,197.6953981,201.8911995,220.116778,209.5654127,210.3874655,202.4396856,184.7794751,213.5337209,197.5882014,220.7578058
Symbolophorus_evermanni,0,0,25.71918946,3.344480832,211.8379892,12.30940962,30.73727168,20.63094916,24.82087943,26.63181137,23.93962434,23.8787042,25.64538654,29.17293513,25.76819569,28.75391541,212.410754,231.1696192,198.8918184,202.2875614,226.543175,225.1790754,226.9546272,216.9466759,215.6942496,224.3963758
Symphodus_melops,1,N/A,15.56393936,4.587453872,262.8170178,39.88260547,16.11780552,9.934641733,12.56030747,18.88747068,9.646594784,14.9008232,13.1831061,18.88640319,24.67455514,12.65418148,266.0427777,256.2366444,298.1988098,300.1471569,242.189533,266.7359752,283.8639044,299.7252292,289.6011737,294.2717979
Synodus_foetens,0,0,26.30654453,2.713702689,208.4021415,10.36188871,28.00563699,27.86117483,26.27159427,27.84411292,24.36269503,21.74494402,28.09604068,25.31872469,30.86177293,21.90685883,212.223449,211.9978232,205.8918869,197.2661192,210.2584652,213.9230678,224.4931511,199.6523572,209.5451178,208.71505
Tautoga_onitis,0,1,13.92304246,4.548249078,262.9198024,28.52823911,14.93899451,13.61627142,19.46092203,9.12984097,15.45089728,13.90598368,23.2978202,13.16050655,17.936855,17.58693323,250.888253,256.2087375,254.0787867,323.7033853,279.8237113,291.9184954,229.8140083,276.1848464,190.5210235,242.7282281
Thunnus_albacares,0,0,25.24675447,3.496111797,213.3533266,13.06197261,27.89350891,33.81331265,22.88307347,22.64551864,31.27598578,19.33980406,26.96237273,24.49743957,24.19135119,18.40919574,218.957247,210.8425661,194.4927113,238.5009643,221.1512287,227.0732606,199.9209198,218.8186777,237.1494216,186.7961879
Trachurus_declivis,0,0,17.3523803,3.203205918,244.0106781,18.53455696,20.41905286,16.30984821,16.39073952,22.87102673,13.19187416,21.24365851,12.51518862,13.46978164,18.86404448,18.77614361,228.2619249,255.7744661,262.7084868,203.2855624,246.1027131,238.7596483,232.8103462,238.0514218,242.5470623,259.8900431
Trachurus_lathami,0,0,24.98969542,4.688941934,215.8125431,21.30127665,32.42818785,24.94025394,23.72454624,16.26144658,23.99512652,22.99579028,17.21573842,26.70798229,28.03376428,26.37159403,227.3933829,222.0977811,197.4261754,186.2369779,197.6828643,227.7613846,184.7390043,203.5521409,204.2766023,215.812059
Trachurus_novaezelandiae,0,0,19.45998381,4.128082861,233.8012036,19.08194763,25.92655148,26.6538956,20.76817051,19.12183383,16.75944975,14.80077443,13.44288998,17.2577026,19.69328737,23.13790579,238.763214,198.6684397,241.7514841,208.4155871,254.9379902,234.9024931,238.8092132,242.1494334,225.2246018,241.1710168
Trachurus_picturatus,0,0,20.14841672,1.424799519,230.2688328,7.985668578,18.31397743,19.8169108,21.25747014,18.89070446,22.87023344,19.06221602,21.58531957,19.54885411,21.77090155,21.31515197,222.6831728,230.5364403,237.3487413,229.6853832,229.9494577,243.6268043,235.8501989,236.3703975,233.0878124,223.9182678
Trachyrincus_scabrus,0,0,20.93169501,4.033510555,229.5291578,15.77307862,26.47488387,23.7327983,23.78481399,19.27948971,15.60940966,24.39201862,29.45385331,16.35833564,19.91116158,27.51829503,210.6986158,230.8770659,223.8919702,216.6019658,221.5868512,243.9119907,247.614016,243.1068921,233.0755093,193.2194903
Trigloporus_lastoviza,0,N/A,18.52390228,5.492926929,241.7562673,26.93665562,11.05073008,26.60116947,19.96328922,19.01658817,17.14600585,28.62592947,18.80324,19.45377848,28.21168147,14.17336306,231.8197026,268.6382839,255.1278481,234.8681557,235.137522,235.7682592,199.860059,239.959402,199.1563116,236.1416867
Uncisudis_advena,0,N/A,24.47294926,4.43498389,216.3153537,21.91714402,25.11111138,26.58542631,22.64167244,16.10619477,21.8143723,27.15207436,29.83998076,27.65551064,32.75845654,21.04017068,214.9290473,181.0533673,233.6600574,205.7520125,234.5086951,225.4554231,238.6741775,215.6014267,178.6236236,192.217415
Uranoscopus_japonicus,0,N/A,23.21644809,2.940162388,220.1145346,13.78484502,25.04334791,22.99255469,23.78852464,24.89300524,22.2556456,20.98860916,20.2708039,20.56906509,21.87899086,19.47056164,214.7682969,198.2951763,222.7786935,223.4505272,225.0938837,215.1064926,189.5458672,231.9384066,200.5205017,217.2660482
Valenciennea_longipinnis,1,1,28.54623214,1.289686658,202.2717141,3.416791513,26.08218044,28.14559527,30.7033905,28.55100525,27.17598035,28.08059044,28.57858486,30.27507226,27.1802539,28.32673233,204.7996198,200.093434,200.8917724,204.6984803,207.5518904,204.7098093,201.9582403,206.7701174,200.9022277,205.289919
Valenciennea_muralis,1,1,28.91917181,0.817521606,201.7326134,2.380860145,28.25506461,29.21796994,28.16184618,28.82323111,28.12426849,29.37832678,29.40316716,29.2752153,28.44682158,28.33858925,200.4184579,201.7044221,199.1118288,199.6520076,202.6390154,201.0091732,199.8870509,202.2979721,199.0635778,203.3011913
Xiphister_mucosus,1,N/A,10.11149988,2.071339001,291.6455012,15.475157,6.365182128,6.350476708,11.4192726,9.794429007,10.02074393,7.148929677,10.21029211,11.53021223,8.663356926,10.35459287,290.2366274,291.7866753,308.1835933,279.5252305,294.1826757,280.3653658,279.7183855,297.9579878,296.552606,304.2570494
Xystreurys_liolepis,0,0,20.74184885,3.577431322,232.0770966,18.93765617,15.68459344,17.93159219,22.46502552,22.83858621,22.67961664,22.34023256,20.1456,16.58136723,17.9956203,22.28761315,228.5364276,220.934584,236.2349991,233.6625317,223.8927341,240.602607,217.9555047,226.5496905,238.5237931,281.8400264
Zeugopterus_regius,0,0,15.10117303,4.249417974,258.5281502,25.63342779,18.44152601,10.25554184,16.01862878,17.98092989,10.25627024,18.77139171,19.31807793,18.65329919,21.21191805,21.69554149,308.2369979,253.3063315,259.0197556,234.4181658,282.2290193,295.3270123,276.2542014,241.7701256,289.2121895,261.0094747
Zosterisessor_ophiocephalus,1,1,18.69789357,2.182594062,242.8296072,20.98890982,21.20178364,19.44665334,21.56631207,18.02854844,19.97050062,19.81805318,18.4328018,16.58374445,18.48129301,16.57479767,251.2818955,193.0430886,239.0042254,236.0513772,254.8626119,242.4685872,279.2326095,215.4020037,273.5274079,242.3917693
Zu_cristatus,0,N/A,22.51241976,5.552351411,225.1071367,25.74681615,22.31244903,30.07684469,20.65517963,19.77569011,30.06645454,19.36954899,33.05700166,29.08568123,23.3189997,16.01983075,244.6329954,255.9407922,235.0259327,228.3084154,264.7633875,227.2030449,241.0263565,221.27858,229.5174771,248.6576792
